beer,brewery,style,status
Vancouver Island Hermannator Ice Bock 2018,Vancouver Island Brewing,Bock - Eisbock,special seasonal
Bellwoods Barrel Aged Nanaimo Imperial Stout,Bellwoods Brewery,Stout - Imperial Flavored / Pastry,regular
Le Trou du Diable Rolantide XX IPA,Le Trou du Diable (Six Pints - Molson Coors),IIPA DIPA - Imperial / Double IPA,regular
Godspeed Oberkassel,Godspeed Brewery,Altbier / Sticke Alt,regular
Russell Hop Therapy India Session Ale,Russell Brewing Co.,ISA - Session IPA,regular
L'Hermite White IPA,L'Hermite - Microbrasserie,IPA - White,regular
Tofino Cosmic Wave Double IPA,Tofino Brewing Company,IIPA DIPA - Imperial / Double IPA,special seasonal
The Exchange Spontaneous Ale,The Exchange Brewery,Sour / Wild Beer,regular
Twin Sails The Little Things - Nelson Sauvin,Twin Sails Brewing,IPA,series seasonal
Le Trou du Diable L'Impériale Saison,Le Trou du Diable (Six Pints - Molson Coors),Flavored - Fruit,regular
Muskoka Winter Jacket,Muskoka Brewery,Stout - Imperial,regular
Les Grands Bois Pointcaré Kölsch,Les Grands Bois - Microbrasserie,Kölsch / Kölsch-Style,regular
Messorem Pandaemonium,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Benelux Flimzie,Benelux - Brasserie Artisanale / Brasserie du Canal,Belgian Ale - Pale / Golden / Single,regular
Charlevoix Saint-Cassis,Microbrasserie Charlevoix,Flavored - Fruit,special seasonal
Le Cheval Blanc A.R.A. Red Ale Américaine,Le Cheval Blanc - Brasseur Artisan & Bar,Red Ale / International Amber Ale,regular
Big Spruce Tag! You're It!,Big Spruce Brewing,IPA,regular
Flying Monkeys Gingerbelle,Flying Monkeys Craft Brewery,Barley Wine / Wheat Wine / Rye Wine,regular
Category 12 Big Data,Category 12 Brewing,IIPA DIPA - Imperial / Double IPA,regular
Sawdust City A Place to Stand ,Sawdust City Brewing Co.,Pilsener / Pils / Pilsner,regular
Nickel Brook Kontiki Bastard,Nickel Brook Brewing Co.,Stout - Imperial,regular
Bas-Canada Commodus,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Bellwoods Barn Owl (Blend No. 23),Bellwoods Brewery,Sour / Wild Beer,regular
Parallel 49 Robo Ruby Imperial Ruby Ale,Parallel 49 Brewing Company,Strong Ale - American,special seasonal
Lake of Bays Nightwatcher,Lake of Bays Brewing Co.,Stout,regular
Messorem 9 Pieds sous Terre,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Les Grands Bois Préparation Hache,Les Grands Bois - Microbrasserie,Flavored - Other,regular
Charlevoix Porter 85,Microbrasserie Charlevoix,Porter - Imperial,regular
Benelux Batch 500 (Sherbrooke),Benelux - Brasserie Artisanale / Brasserie du Canal,IIPA DIPA - Imperial / Double IPA,regular
Twin Sails Seshy,Twin Sails Brewing,ISA - Session IPA,special seasonal
C'est What? Coffee Porter,C'est What?,Porter - Flavored,regular
Sutton Brouërie La Sarah,Sutton Brouërie,Flavored - Fruit,regular
Mill Street Lune de Sang Noir,Mill Street Brewery (AB InBev),Dubbel,regular
Dunham Pale Ale Américaine 2.0,Brasserie Dunham,Pale Ale - American (APA),regular
Fuggles Shiva Session White IPA,Fuggles Beer,IPA - White,summer seasonal
Spinnakers Hoptoria IPA,Spinnakers Brewpub,IPA,regular
Longwood Winter's Own,Longwood Brewery,Weissbier - Weizenbock,winter seasonal
Dunham Citra de Table,Brasserie Dunham,Belgian Ale - Pale / Golden / Single,regular
Picaroons Blonde,Picaroons Brewing Company,Blonde Ale / Golden Ale,regular
Corsaire USS Vermont,Corsaire - Microbrasserie Pirate,IPA - Hazy (NEIPA),regular
Beauregard Impériale Espresso Corsé,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Dieu du Ciel! Ochamena Bi-Ru,Brasserie Dieu du Ciel!,Flavored - Other,special seasonal
Broadway Black Mamma,Broadway - Microbrasserie [BW],Schwarzbier / Black Lager,regular
Halo Shapeshifter,Halo Brewery,IPA - Sour / Wild,regular
Le Saint-Bock Nux Indica ,Le Saint-Bock Brasserie Artisanale,Porter,regular
Boombox Midnight Train - Rum Barrel,Boombox Brewing Company,Stout - Imperial,regular
5e Baron Wychwood,5e Baron Microbrasserie,IPA,regular
Parallel 49 Cobra Clutch,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Waterloo Salted Caramel Porter,Waterloo Brewing (Canada),Porter,regular
Boombox Don't Call It a Comeback,Boombox Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Bellwoods Tang Town,Bellwoods Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Beau's The Beer That Shall Not Be Named,Beau's Brewing Co. / Halcyon Barrel House,Belgian Ale - Strong Pale,regular
Messorem Il Était une Fois: La Mort,Messorem Bracitorium,Pilsener - Bohemian / Czech,regular
À l'Abri de la Tempête Palabre de la Rameuse,À l'Abri de la Tempête,Red Ale / International Amber Ale,special seasonal
Fort Garry Pale Ale,Fort Garry Brewing,Pale Ale - English,regular
Backcountry / Bullet Premonition DIPA,Backcountry Brewing (Canada),IIPA DIPA - Imperial / Double IPA,special seasonal
Partake Pale Ale,Partake Brewing (Premium Near Beer),Low / No Alcohol Beer - Pale,regular
Le Castor Cassis Bleuet,Microbrasserie Le Castor Brewing Co.,Saison / Farmhouse / Grisette,regular
"Brassneck Nebulousness - Mosaic, Ekuanot",Brassneck Brewery,IPA - Hazy (NEIPA),special seasonal
Paddock Wood 1000 Monkeys Imperial Stout,Paddock Wood Brewing Co.,Stout - Imperial,special seasonal
Clocktower Kölsch,Clocktower Brew Pub,Wheat Ale,series seasonal
Gallicus Loki: Barbe Bleue - Galaxy Vic-Secret Ella,Brasserie Artisanale Gallicus,IPA - Hazy (NEIPA),regular
Bellwoods Monogamy (Idaho 7 Hop Hash),Bellwoods Brewery,IPA,series seasonal
Beauregard Stout Impérial,Beauregard - Brasserie Distillerie,Stout - Imperial,regular
Maltstrom IXPL des Prairies (Brett + Fût de Chêne) ,Brasserie Artisanale Maltstrom,Sour / Wild Beer,regular
Auval Blanche Beaumont,Brasserie Auval Brewing Co.,Wheat Ale,regular
Town / Third Moon Den Full of Dads,Town Brewery,IIPA DIPA - Imperial / Double IPA,regular
Pit Caribou Blanche B,Microbrasserie Pit Caribou,Sour / Wild Beer,regular
Brasseurs du Monde L'Occasion,Brasseurs du Monde,ISA - Session IPA,regular
Messorem Si Réveil Il y A,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Bas-Canada Monument  ,Brasserie du Bas-Canada,Stout - Imperial,regular
Hopfenstark 7 Sisters: Taygete,Hopfenstark [Ho.st],Saison / Farmhouse / Grisette,regular
Le Castor Aza-Rill-Aho,Microbrasserie Le Castor Brewing Co.,IPA - Hazy (NEIPA),regular
Bellwoods Gose (Blood Orange),Bellwoods Brewery,Gose - Flavored,special seasonal
Fixed Gear Red Hook,Fixed Gear Brewing Co.,Stout - Oatmeal,regular
Ashton Vanilla Stout,Ashton Brewing Company (Canada),Stout - Flavored / Pastry,regular
Third Moon Conjuration 2,Third Moon Brewing Co.,IPA - Hazy (NEIPA),regular
Brutopia X.B. Extra Blonde,Brutopia - Brasseur Artisanal Brewpub,Blonde Ale / Golden Ale,regular
Le Saint-Bock Sacrilège,Le Saint-Bock Brasserie Artisanale,Stout - Imperial,regular
Boréale / Bas-Canada Astral ,Boréale - Brasseurs du Nord,IIPA DIPA - Imperial / Double IPA,regular
Le Trou du Diable SMaSH Sladek ,Le Trou du Diable (Six Pints - Molson Coors),Pale Lager - Hoppy / India (IPL),regular
Badlands Cashmere Galaxy,Badlands Brewing Company (Canada),IPA,regular
Badlands Glass Garden,Badlands Brewing Company (Canada),IPA,regular
Burdock Froots ,Burdock,Saison / Farmhouse - Flavored,regular
Nickel Brook Wet Hop Series Underground,Nickel Brook Brewing Co.,Pale Ale - American (APA),regular
Dieu du Ciel! Péché Mortel - Framboise (Bourbon),Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,special seasonal
Stack La Cloche,Stack Brewing,Belgian Ale - Pale / Golden / Single,regular
Auval 001,Brasserie Auval Brewing Co.,Pale Ale - American (APA),special seasonal
Dominion City Filibuster,Dominion City Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Benelux Nébulose,Benelux - Brasserie Artisanale / Brasserie du Canal,Saison / Farmhouse / Grisette,regular
North Midnight ,North Brewing Co. (Canada),Belgian Ale - Strong Pale,regular
Central City / Black Bridge Wide Open Spaces,Central City Brewers + Distillers,Zwickelbier / Kellerbier / Landbier,special seasonal
Charlevoix L'Esprit du Dragon,Microbrasserie Charlevoix,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Indie Alehouse S'More Stout,Indie Alehouse Brewing Co.,Stout - Milk / Sweet,regular
Le Castor Tawny Porter,Microbrasserie Le Castor Brewing Co.,Sour / Wild Beer - Flavored,regular
Bellwoods Vines Gamay ,Bellwoods Brewery,Sour / Wild Beer - Flavored,regular
Beyond the Pale Brown Mountain,Beyond the Pale Brewing Company,Brown Ale,regular
Dominion City Dark Night of the Soul,Dominion City Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Superflux Romantic Devastation,Superflux Beer Company,Stout - Imperial,special seasonal
Dieu du Ciel! Symbiose 12,Brasserie Dieu du Ciel!,Sour / Wild Beer,regular
Pit Caribou Essai No 1248,Microbrasserie Pit Caribou,Sour / Wild Beer,special seasonal
Benelux Périskop,Benelux - Brasserie Artisanale / Brasserie du Canal,Porter - Baltic,regular
Le Cheval Blanc India Bonheur,Le Cheval Blanc - Brasseur Artisan & Bar,IPA,regular
Boxing Rock U-889 Russian Imperial Stout,Boxing Rock Brewing Company,Stout - Imperial Flavored / Pastry,winter seasonal
Benelux Fractal,Benelux - Brasserie Artisanale / Brasserie du Canal,Saison / Farmhouse / Grisette,summer seasonal
Ras L'Bock Checheune ,Ras L'Bock - Artisans Brasseurs,IPA - Hazy (NEIPA),regular
La Barberie IPA Nouvelle-Angleterre,Microbrasserie La Barberie,IPA,regular
Dieu du Ciel! Ciel Étoilé,Brasserie Dieu du Ciel!,Flavored - Other,special seasonal
Benelux Pollux,Benelux - Brasserie Artisanale / Brasserie du Canal,Smoked - Rauchbier,regular
Dead Frog Citra IPA,Dead Frog Brewery,IPA,regular
Parallel 49 Trifecta Hopfenweisse,Parallel 49 Brewing Company,Wheat Ale - India / Hopfenweisse,summer seasonal
Beau's Elephant Monsoon,Beau's Brewing Co. / Halcyon Barrel House,Porter,series seasonal
Pit Caribou Pale Ale Anglaise,Microbrasserie Pit Caribou,Pale Ale - English,series seasonal
Parallel 49 Hopnotist,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Avant-Garde Des Barriques et des Bretts ,Avant-Garde - Artisans Brasseurs (Avant-Garde),Porter - Imperial,regular
Lagabière Doudoune,Lagabière - Brasserie Artisanale,Saison / Farmhouse / Grisette,special seasonal
Corsaire Seeräuber,Corsaire - Microbrasserie Pirate,Pilsener / Pils / Pilsner,regular
Calabogie Brown Cow,Calabogie Brewing,Stout,regular
Tatamagouche Jitney,Tatamagouche Brewing Company,Sour / Wild Beer,regular
Sawdust City Sagemehl Stadt Festbier,Sawdust City Brewing Co.,Märzen / Oktoberfest Bier,regular
Noctem All Together,Noctem - Artisans Brasseurs,IPA - Hazy (NEIPA),regular
Alley Kat Dragon Series Rainbow Dragon Double IPA ,Alley Kat Brewing Company,IIPA DIPA - Imperial / Double IPA,special seasonal
Four Winds Malted Oat Porter,Four Winds Brewing Co.,Porter,special seasonal
Indie Alehouse Skyfall Saison,Indie Alehouse Brewing Co.,Saison / Farmhouse / Grisette,regular
À La Fût Cuvée Western Version Spontanée,À La Fût - Microbrasserie (Canada),Sour / Wild Beer,regular
Bas-Canada Black Is Beautiful,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Broadhead Long Shot White,Broadhead Brewery,Wheat Ale,regular
Épitaphe Sankofa,Épitaphe,IPA - Hazy (NEIPA),regular
Le Trou du Diable Furie,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer - Dark,regular
Bedondaine et Bedons Ronds La Bière de l'Homme qui a vu l'Ours,Bedondaine et Bedons Ronds - Brasseur Artisan,Brown Ale,special seasonal
Flora Hall English Ordinary Bitter,Flora Hall Brewing,Bitter - Ordinary / Best,regular
Brouemont Russian Imperial Stout,Brouemont,Stout - Imperial,winter seasonal
Lost Craft Eclipze,Lost Craft Beer,IPA - Milkshake / Smoothie,regular
Burdock Westcoast Pilsener,Burdock,Pilsener / Pils / Pilsner,regular
Petit Sault Louis XVII,Les Brasseurs du Petit Sault,Red Ale / International Amber Ale,regular
Steamworks Sauvage Wild Ale,Steamworks Brewing Co. (Canada),Sour / Wild Beer,regular
Le Castor Bière de Garde,Microbrasserie Le Castor Brewing Co.,Bière de Garde / de Mars / Brut,regular
Bellwoods Re:Verse IPA,Bellwoods Brewery,IPA - Hazy (NEIPA),regular
Left Field Glorioso,Left Field Brewery,Pilsener / Pils / Pilsner,regular
Bas-Canada Los Tabarnacos - Ananas & Noix de Coco,Brasserie du Bas-Canada,IPA - Milkshake / Smoothie,regular
Beauregard Impériale Framboise Noire,Beauregard - Brasserie Distillerie,Sour / Wild Beer - Dark,regular
Bellwoods Milkshark - Neapolitan,Bellwoods Brewery,IPA - Milkshake / Smoothie,series seasonal
Vox Populi Vox Stout Coconut,Microbrasserie Vox Populi (Groupe Glutenberg),Stout - Milk / Sweet,regular
Jasper The Bear Ale,Jasper Brewing Company (Bear Hill Brewing),Witbier / Belgian White Ale,regular
Le Prospecteur Pic-Barrique 2019 Assemblage,Microbrasserie Le Prospecteur,Lambic - Gueuze,regular
Nouvelle-France DIPA de la Nouvelle-France: Amarillo Citra,Microbrasserie Nouvelle-France,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Steamworks Nirvana Nut Brown Ale,Steamworks Brewing Co. (Canada),Brown Ale,regular
Lion d'Or Ambrée d'Amour,Lion d'Or / Golden Lion Pub & Brewery,Red Ale / International Amber Ale,regular
Stone City Hard to Say DIPA ,Stone City Brew Co.,IIPA DIPA - Imperial / Double IPA,regular
Maltstrom Gose IPL India Pale Lager,Brasserie Artisanale Maltstrom,Gose,special seasonal
Four Winds Dbl Jux,Four Winds Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Stone City Sons of Sydenham (S.O.S.),Stone City Brew Co.,Wheat Ale,regular
Benelux Oktoberfest,Benelux - Brasserie Artisanale / Brasserie du Canal,Märzen / Oktoberfest Bier,autumn seasonal
Dunham / Blood Brothers Septentrion,Brasserie Dunham,Sour / Wild Beer,regular
Charlevoix Les Grands Fonds,Microbrasserie Charlevoix,Pale Lager - American,regular
Great Lakes Brewery Monty Barley Wine,Great Lakes Brewery (Canada),Barley Wine / Wheat Wine / Rye Wine,regular
Ras L'Bock / Lagabière DDH Juicy IPA,Ras L'Bock - Artisans Brasseurs,IPA - Hazy (NEIPA),regular
Triple Bogey Hurry Hard,Triple Bogey Brewing Co.,Amber Lager - International / Vienna,regular
Gainsbourg Blanche de Chelsea,Gainsbourg - Bistro Brasserie,Witbier / Belgian White Ale,regular
Stalwart The Zigzagger IPA,Stalwart Brewing Co.,IPA,regular
Strange Fellows Cyclhops Galaxy IPA,Strange Fellows Brewing,IPA,series seasonal
Rouge River Super Never Say Never 2020 (Makers Mark),Rouge River Brewing Company,Stout - Imperial Flavored / Pastry,regular
Beyond the Pale Tribute to the Lupulus Fields,Beyond the Pale Brewing Company,IPA,special seasonal
Benelux / Noctem Ellipse,Benelux - Brasserie Artisanale / Brasserie du Canal,IPA,regular
Le Naufrageur Bienfaisant,Microbrasserie Le Naufrageur,IPA,regular
Dieu du Ciel! / New Belgium Hemelse God,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,special seasonal
La Fabrique Whisky Jane,La Fabrique - Brasserie Artisanale (Canada),Scotch Ale / Wee Heavy,regular
Strange Fellows Guardian White IPA,Strange Fellows Brewing,IPA - White,regular
Korrigane Korrigane Rousse,Korrigane - Brasserie Artisanale,Red Ale / International Amber Ale,regular
Boréale Retrouvailles,Boréale - Brasseurs du Nord,Zwickelbier / Kellerbier / Landbier,regular
À l'Abri de la Tempête Écume 15 Quinze,À l'Abri de la Tempête,Pilsener - Imperial,regular
Charlevoix Premium Lager Blonde,Microbrasserie Charlevoix,Pale Lager - International / Premium,regular
Muskoka Drifter,Muskoka Brewery,Pale Ale - Hazy / New England,regular
Jasper Crisp Pils,Jasper Brewing Company (Bear Hill Brewing),Pilsener / Pils / Pilsner,special seasonal
Godspeed Tsumi,Godspeed Brewery,Stout - Imperial Flavored / Pastry,regular
8e Péché Sure Matcha Mangue,8e Péché,Sour / Wild Beer - Flavored,regular
Du Lac Saint-Jean Gros Mollet (Porto),Microbrasserie Du Lac Saint-Jean,Belgian Ale - Strong Dark,regular
Wellington Helles Lager,Wellington Brewery (Canada),Helles / Dortmunder Export,regular
Junction Hazy IPA,Junction Craft Brewing,IPA - Hazy (NEIPA),regular
Le Trou du Diable Le Lion,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,regular
Dieu du Ciel! Imperial Cream Ale,Brasserie Dieu du Ciel!,IIPA DIPA - Imperial / Double IPA,special seasonal
Archibald Choutte,Archibald - Microbrasserie (Labatt - AB InBev),Porter,regular
Parallel 49 Space Kitty,Parallel 49 Brewing Company,IPA - Hazy (NEIPA),regular
Le Trou du Diable Oblivio: Bière de l'Oubli,Le Trou du Diable (Six Pints - Molson Coors),Pale Ale - American (APA),regular
Winterlong Erebus,Winterlong Brewing Co.,Stout - Imperial,winter seasonal
C'est What? Homegrown Hemp Ale,C'est What?,Flavored - Other,regular
Central City Mayor Kölsch,Central City Brewers + Distillers,Kölsch / Kölsch-Style,regular
Steel & Oak Windrose,Steel & Oak Brewing Co.,Porter,regular
Picaroons 104th Regiment Ale,Picaroons Brewing Company,Brown Ale,special seasonal
"Burdock IPA (Citra, Vic Secret & Ella)",Burdock,IPA,regular
The Establishment Sky Rocket IV,The Establishment Brewing Company,IPA - Hazy (NEIPA),regular
Le Castor Stout impériale - bourbon,Microbrasserie Le Castor Brewing Co.,Stout - Imperial,regular
"Burdock DIPA (Idaho 7 and El Dorado Hop Hash, Vic Secret)",Burdock,IIPA DIPA - Imperial / Double IPA,regular
Vancouver Island Nanaimo Bar Imperial Porter,Vancouver Island Brewing,Porter - Imperial Flavored,regular
Granville Island Shipload of Hops Imperial IPA,Granville Island Brewing (Six Pints - Molson Coors),IIPA DIPA - Imperial / Double IPA,summer seasonal
Archibald Stout Impérial (Bourbon),Archibald - Microbrasserie (Labatt - AB InBev),Stout - Imperial,regular
Propeller Honey Wheat,Propeller Brewing Co.,Wheat Ale,regular
Albion Dùn Èideann 120/-,Brasserie Artisanale Albion,Scotch Ale / Wee Heavy,regular
Brouemont Rousse / Red,Brouemont,Red Ale / International Amber Ale,regular
Steel & Oak Red Pilsner,Steel & Oak Brewing Co.,Amber Lager - International / Vienna,regular
Brassneck Massive Aggressive,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Côte-du-Sud Étoffe du Pays,Microbrasserie Côte-du-Sud,Bière de Garde / de Mars / Brut,regular
Mille-Îles Imperial Stout (Bourbon),Brasserie Mille-Îles,Stout - Imperial Flavored / Pastry,special seasonal
Spinnakers Irish Stout,Spinnakers Brewpub,Stout - Dry / Irish,special seasonal
Garrison Ol' Fog Burner Barrel Aged,Garrison Brewing Company,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Unibroue U Miel,Unibroue (Sleeman - Sapporo),Amber Lager - International / Vienna,regular
Beauregard Mochaccino - Bière de Glace,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Vancouver Island Broken Islands Hazy IPA,Vancouver Island Brewing,IPA - Hazy (NEIPA),regular
Maltstrom Saison des Prairies,Brasserie Artisanale Maltstrom,Saison / Farmhouse / Grisette,regular
Bas-Canada Sorcelleries - Noix De Coco & Café,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Four Winds / Le Trou du Diable Exil d'Eden,Four Winds Brewing Co.,Sour / Wild Beer - Flavored,special seasonal
Phillips Pandamonium,Phillips Brewing & Malting Co.,IPA - Hazy (NEIPA),regular
Northwinds Three Stage XPA,Northwinds Brewery Limited,Pale Ale - American (APA),regular
Annex Ale Project Forward Progress,Annex Ale Project,Pale Ale - American (APA),regular
Off the Rail Psycle Path Lager,Off the Rail Brewing Co.,Pale Lager - International / Premium,regular
Last Best Show Pony Pale,Last Best Brewing & Distilling (Bear Hill Brewing),Pale Ale - Australian / New Zealand,regular
4 Origines Caffiend,Microbrasserie 4 Origines,Stout,regular
Aux Fous Brassant Ténébreuse,Aux Fous Brassant - Microbrasserie,IPA - Black / Brown / Cascadian Dark,regular
Bas-Canada Alunissage,Brasserie du Bas-Canada,Pale Lager - International / Premium,regular
Dieu du Ciel! Bière du Mai,Brasserie Dieu du Ciel!,Flavored - Other,regular
Du Lièvre Blanche aux Bleuets Sauvages,Microbrasserie Du Lièvre,Witbier / Belgian White Ale,special seasonal
Yellow Dog / Breakside POMO-PDX,Yellow Dog Brewing Co.,IPA,special seasonal
Charlevoix Triple du St-Pub,Microbrasserie Charlevoix,Tripel,special seasonal
Godspeed Ibushi Pilsner,Godspeed Brewery,Smoked - Rauchbier,regular
Messorem / Other Half Tout Fauche Tout ,Messorem Bracitorium,IIPA DIPA - Imperial / Double IPA,regular
Harricana / Isle de Garde / Sutton Brouerie / Champ Libre / La Ferme 2019 Lager des Kleins,Brasserie Harricana,Pale Lager - International / Premium,regular
Les Soeurs Grises Marquis de Vaudreuil,Bistro-Brasserie Les Soeurs Grises,Pale Ale - English,regular
L'Amère à Boire Oktoberfest,Brasserie Artisanale L'Amère à Boire,Märzen / Oktoberfest Bier,autumn seasonal
Brasserie Générale Z'elle,Brasserie Générale - Brasserie Urbaine [BG / BG18],IIPA DIPA - Imperial / Double IPA,regular
Hopfenstark Double Porter à l'Érable (Fût de Chêne),Hopfenstark [Ho.st],Porter - Imperial,regular
Dieu du Ciel! Limonade Poivrée,Brasserie Dieu du Ciel!,Witbier / Belgian White Ale,regular
Abbaye Des Sept Minutes IV Quad,Abbaye Des Sept Minutes (AD7M),Quadrupel / Abt,regular
L'Amère à Boire Maibock,Brasserie Artisanale L'Amère à Boire,Bock - Dunkler Bock,spring seasonal
Alley Kat Dragon Series Blue Dragon Double IPA,Alley Kat Brewing Company,IIPA DIPA - Imperial / Double IPA,series seasonal
Coaticook Irish Red Ale,Microbrasserie Coaticook,Red Ale - Irish,regular
Côte-du-Sud Onontio,Microbrasserie Côte-du-Sud,IIPA DIPA - Imperial / Double IPA,regular
Parallel 49 / Axe & Barrel Paranoid,Parallel 49 Brewing Company,Sour / Wild Beer,special seasonal
Trial & Ale / Omen A Study of Lactic Acid Bacterial Flavour Expression As Seen Through Historical Beer Styles; a.k.a. the Transformative Properties of Wild Fermentations On Oak,Trial & Ale Brewing,Sour / Wild Beer - Dark,regular
Siboire Presta,Microbrasserie Siboire,IPA - Hazy (NEIPA),regular
Labatt Sterling,Labatt Brewing Company (Labatt - AB InBev),Pale Lager - American,regular
Dieu du Ciel! Dent du Requin,Brasserie Dieu du Ciel!,IPA,regular
Trial & Ale Robert,Trial & Ale Brewing,Sour / Wild Beer - Flavored,regular
Fairweather Dream Pop,Fairweather Brewing Co.,Sour / Wild Beer,autumn seasonal
"Bellwoods A DIPA (Lotus, Mosaic and El Dorado)",Bellwoods Brewery,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Tofino Dawn Patrol Coffee Porter,Tofino Brewing Company,Porter - Flavored,winter seasonal
Boréale Le Refuge,Boréale - Brasseurs du Nord,Stout - Imperial Flavored / Pastry,regular
Forked River Capital ,Forked River Brewing Company,Blonde Ale / Golden Ale,regular
Pit Caribou Côte Surprise,Microbrasserie Pit Caribou,Sour / Wild Beer - Dark,regular
L'Hermite Pilsner Blonde,L'Hermite - Microbrasserie,Pale Lager - International / Premium,regular
Bomber Apex Barleywine,Bomber Brewing,Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Dunham Vladimir Sour Beaver Riot,Brasserie Dunham,Sour / Wild Beer - Dark,special seasonal
Dominion City Darkest Hour,Dominion City Brewing Co.,Dark Lager - Dunkel / Tmavý,regular
Brassneck Small Wonder Table Saison,Brassneck Brewery,Saison / Farmhouse / Grisette,regular
Messorem Full Capoté,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Nelson Blackheart Oatmeal Stout,Nelson Brewing Co.,Stout - Oatmeal,regular
Bellwoods Vines No. 2,Bellwoods Brewery,Sour / Wild Beer - Flavored,series seasonal
Burdock BUMO VII,Burdock,Saison / Farmhouse - Flavored,regular
Bas-Canada Bourbon de Lune,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,special seasonal
Lighthouse Keepers Stout,Lighthouse Brewing Co. (Canada),Stout,regular
Le Cheval Blanc Citra IPA,Le Cheval Blanc - Brasseur Artisan & Bar,IPA,special seasonal
Propeller Hefeweizen,Propeller Brewing Co.,Weissbier - Hefeweizen,regular
Temporal Artisan Ales Apparent Horizon,Temporal Artisan Ales,Sour / Wild Beer,special seasonal
Third Moon Death Dealer,Third Moon Brewing Co.,Porter,regular
Old Abbey Ales Belgian Quad,Old Abbey Ales,Quadrupel / Abt,regular
Bellwoods Vines “Big Red”,Bellwoods Brewery,Sour / Wild Beer - Flavored,regular
Lagabière Spout-Nic,Lagabière - Brasserie Artisanale,Stout - Imperial,regular
Corsaire La Tombe,Corsaire - Microbrasserie Pirate,Belgian Ale - Strong Pale,regular
Forked River Mojo,Forked River Brewing Company,Wheat Ale,regular
BreWskey Nucifera,BreWskey - Brasserie Artisanale,Stout - Milk / Sweet,regular
Half Pints Le Temps Noir Batch Three (2019),Half Pints Brewing Co.,Stout - Imperial,regular
HopEra IS Imperial Stout Radical Café,HopEra - Microbrasserie & Pizzeria,Stout - Imperial,special seasonal
Barley Days Harvest Gold Pale Ale,Barley Days Brewery,Pale Ale - English,regular
Lighthouse Race Rocks Ale,Lighthouse Brewing Co. (Canada),Scottish Ale,regular
La Chouape Saison Houblon,Brasserie La Chouape Brewing Co.,Red Ale / International Amber Ale,special seasonal
La Barberie Escarbille,Microbrasserie La Barberie,Stout - Imperial,regular
Blood Brothers Watts Truce ,Blood Brothers Brewing,Sour / Wild Beer,regular
North / Benjamin Bridge - Saison de Pinot,North Brewing Co. (Canada),Saison / Farmhouse / Grisette,regular
Temporal Artisan Ales V.B. Novum,Temporal Artisan Ales,Traditional Ale - Other,regular
Black Oak Nox Aeterna,Black Oak Brewing Co.,Smoked - Rauchbier,regular
Stalwart Dos Jefes,Stalwart Brewing Co.,IPA - Flavored,special seasonal
Deep Cove Luminescent Porter,Deep Cove Brewers and Distillers,Porter,regular
Boréale La Solidaire,Boréale - Brasseurs du Nord,Kölsch / Kölsch-Style,regular
Dieu du Ciel! Toji Biru,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Burdock Marleaux,Burdock,Sour / Wild Beer - Flavored,regular
À La Fût British à l'Érable,À La Fût - Microbrasserie (Canada),Brown Ale,winter seasonal
Emporium Grande Cremosa,Emporium - Microbrasserie,Stout - Milk / Sweet,regular
Nouvelle-France DIPA de la Nouvelle-France: Citra-Cryo Lotus,Microbrasserie Nouvelle-France,IIPA DIPA - Imperial / Double IPA,regular
Benelux La Gloriosa ,Benelux - Brasserie Artisanale / Brasserie du Canal,IPA - White,regular
Harricana 7205.002,Brasserie Harricana,Sour / Wild Beer,regular
