beer,brewery,style,status
Bièropholie Old Ale Rhum,Simple Malt - Brasseurs Illimités,Old Ale,regular
Noctem Suricat Framboise,Noctem - Artisans Brasseurs,Berliner Weisse - Flavored / Catharina Sour,regular
Overhop DarkHop,Overhop - Bières Artisanales (Overhop Brewing Co.),IPA - Black / Brown / Cascadian Dark,regular
MonsRegius IPA Magna,MonsRegius - Bières Artisanales,IIPA DIPA - Imperial / Double IPA,regular
Vox Populi Vox Pop IPA - Mosaic,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,regular
Bas-Canada / Flora Hall Gérard Comeau,Brasserie du Bas-Canada,IPA - Brut,regular
Avant-Garde Perdu dans Malle,Avant-Garde - Artisans Brasseurs (Avant-Garde),Tripel,regular
Le Castor Pale Ale,Microbrasserie Le Castor Brewing Co.,Pale Ale - American (APA),regular
Le Trou du Diable Perroquet IPA,Le Trou du Diable (Six Pints - Molson Coors),ISA - Session IPA,regular
Albion Stout Écossais,Brasserie Artisanale Albion,Stout - Oatmeal,regular
Benelux Novis,Benelux - Brasserie Artisanale / Brasserie du Canal,Pale Ale - Belgian / Farmhouse,regular
Messorem Ok. L’Enfer,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Saint Arnould Noblesse,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Belgian Ale - Strong Pale,special seasonal
Messorem À Tout Jamais,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Beauregard Stout aux Arachides,Beauregard - Brasserie Distillerie,Stout - Flavored / Pastry,regular
Tête d'Allumette Tête Carrée,Tête d'Allumette - Microbrasserie,Bitter - Ordinary / Best,regular
Brasseurs du Monde Célébrante,Brasseurs du Monde,Belgian Ale - Strong Pale,regular
Mille-Îles Farmhouse Citra,Brasserie Mille-Îles,Saison / Farmhouse / Grisette,regular
Unibroue 30e Anniversaire,Unibroue (Sleeman - Sapporo),Belgian Ale - Strong Dark,regular
Bas-Canada Razzia ,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Bas-Canada Chevalier Floral,Brasserie du Bas-Canada,Stout - Imperial,regular
Bedondaine et Bedons Ronds Promise,Bedondaine et Bedons Ronds - Brasseur Artisan,IPA - English,regular
Noctem / Bas-Canada Artemes,Noctem - Artisans Brasseurs,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Albion Double Stout,Brasserie Artisanale Albion,Stout,regular
Bas-Canada Structure,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Pit Caribou PESAQ,Microbrasserie Pit Caribou,Sour / Wild Beer - Flavored,regular
Frampton Brasse Stout Impérial Russe (Rhum & Cognac),Frampton Brasse - Ferme Brassicole,Stout - Imperial,regular
Harricana / Riverbend 48e Parallèle Funky Pils,Brasserie Harricana,Sour / Wild Beer,regular
Riverbend Berliner Weisse Cerise Griotte,Riverbend - Microbrasserie,Berliner Weisse - Flavored / Catharina Sour,regular
L'Amère à Boire Kazbek,Brasserie Artisanale L'Amère à Boire,Pale Lager - Hoppy / India (IPL),regular
MonsRegius Singula Aramis,MonsRegius - Bières Artisanales,Pale Ale - American (APA),series seasonal
Bas-Canada Florallusion,Brasserie du Bas-Canada,Pale Ale - Australian / New Zealand,regular
Pit Caribou Les Pieds Croches,Microbrasserie Pit Caribou,Berliner Weisse,regular
Messorem Vision / Illusion,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Dunham Funk Royal,Brasserie Dunham,Sour / Wild Beer,series seasonal
Bas-Canada Passager,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Gainsbourg Côte Ouest Tangelo,Gainsbourg - Bistro Brasserie,IPA,series seasonal
Le Trou du Diable / Les Coureurs des Boires Ma Jungle,Le Trou du Diable (Six Pints - Molson Coors),Berliner Weisse,special seasonal
Lagabière / Les Trois Mousquetaires Southshore IPL,Lagabière - Brasserie Artisanale,Pale Lager - Hoppy / India (IPL),special seasonal
La Barberie Blanche aux Mûres,Microbrasserie La Barberie,Witbier / Belgian White Ale,regular
Saint Arnould L'Or Noir,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Stout - Dry / Irish,special seasonal
St-Pancrace / Hopera Crâââbe,Microbrasserie St-Pancrace,Bitter - Premium / Strong / Extra Special (ESB),special seasonal
Messorem Hypothermie,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Boréale Punch du Nord,Boréale - Brasseurs du Nord,IPA - Hazy (NEIPA),regular
Dieu du Ciel! Umami,Brasserie Dieu du Ciel!,Flavored - Other,regular
Glutenberg Saison Froide 2015 (Brassin Shiso),Microbrasserie Glutenberg (Groupe Glutenberg),Saison / Farmhouse / Grisette,regular
La Barberie Rousse Forte aux Fruits,Microbrasserie La Barberie,Flavored - Fruit,regular
Bas-Canada Double Dry Hopped Constantin,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
La Memphré Ralph Merry,Microbrasserie La Memphré,Scotch Ale / Wee Heavy,special seasonal
Mille-Îles Double IPA,Brasserie Mille-Îles,IIPA DIPA - Imperial / Double IPA,regular
Des Beaux Prés St-Joachim,Microbrasserie des Beaux Prés,Weissbier - Weizenbock,regular
Lagabière Ordre de Toasts,Lagabière - Brasserie Artisanale,Brown Ale,regular
Maltstrom India Session Lager,Brasserie Artisanale Maltstrom,Pale Lager - Hoppy / India (IPL),regular
Dieu du Ciel! Hibiscus Blanc,Brasserie Dieu du Ciel!,IPA - Flavored,regular
Dunham Saison Cassis Réserve (Tokai),Brasserie Dunham,Sour / Wild Beer - Flavored,special seasonal
Bedondaine et Bedons Ronds Bedon,Bedondaine et Bedons Ronds - Brasseur Artisan,Stout - Dry / Irish,regular
Saint Arnould Marie Framboise,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Flavored - Fruit,regular
Du Lièvre Frousse,Microbrasserie Du Lièvre,Red Ale / International Amber Ale,regular
L'Hermite Pilsner Czech,L'Hermite - Microbrasserie,Pilsener - Bohemian / Czech,regular
Albion Réserve de Durin,Brasserie Artisanale Albion,Old Ale,regular
Messorem Above the Nuages,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Belle Gueule Brassin des Fêtes,Brasseurs RJ,Bock - Dunkler Bock,winter seasonal
Dunham Stout Impériale Russe à l'Érable,Brasserie Dunham,Stout - Imperial Flavored / Pastry,winter seasonal
Dunham Stout Impériale Russe - Café Détour Costa Rica,Brasserie Dunham,Stout - Imperial Flavored / Pastry,special seasonal
Pit Caribou Paradise Point,Microbrasserie Pit Caribou,IPA - Hazy (NEIPA),regular
Isle de Garde Double Black IPA de Seigle,Isle de Garde - Brasserie (Coop MaBrasserie),IPA - Black / Brown / Cascadian Dark,regular
Beauregard Old Fashioned,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Bièropholie Brett Michel,Simple Malt - Brasseurs Illimités,Sour / Wild Beer,special seasonal
Le Saint-Bock La Complice 2012,Le Saint-Bock Brasserie Artisanale,Saison / Farmhouse - Flavored,special seasonal
Du Lac Saint-Jean Houblon Libre (Tequila),Microbrasserie Du Lac Saint-Jean,IPA - Black / Brown / Cascadian Dark,special seasonal
Brasseurs Illimités Ich Bin Ein Berliner!,Simple Malt - Brasseurs Illimités,Berliner Weisse,regular
Brasseurs Illimités Sèv,Simple Malt - Brasseurs Illimités,Flavored - Other,spring seasonal
Le Saint-Bock Blasphématoire,Le Saint-Bock Brasserie Artisanale,Belgian Ale - Strong Pale,regular
Corsaire Galère,Corsaire - Microbrasserie Pirate,Pale Ale - English,regular
Les Grands Bois Hully Gully,Les Grands Bois - Microbrasserie,Sour / Wild Beer,regular
Brouhaha Blanche Soleil,Broue Pub Brouhaha (Coop MaBrasserie),Witbier / Belgian White Ale,regular
Boréale Sur pilotis,Boréale - Brasseurs du Nord,Pale Ale,regular
Labrosse Wicked Nor'Easter,Microbrasserie Labrosse,IPA - Hazy (NEIPA),regular
Bas-Canada Cabale,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Isle de Garde Saison Barriquée,Isle de Garde - Brasserie (Coop MaBrasserie),Saison / Farmhouse / Grisette,regular
La Barberie Blonde Biologique,Microbrasserie La Barberie,Blonde Ale / Golden Ale,regular
L'Hermite Old Stock Ale (Maréchal Foch),L'Hermite - Microbrasserie,Old Ale,regular
Dunham Propolis 2.0 (Assemblage),Brasserie Dunham,Sour / Wild Beer,regular
À La Fût Shérif St-Rod,À La Fût - Microbrasserie (Canada),Pale Ale - American (APA),regular
Bas-Canada Matador,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Pit Caribou Jardin des Buttes,Microbrasserie Pit Caribou,Berliner Weisse - Flavored / Catharina Sour,regular
Messorem Fracturation,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
HopEra Burton R,HopEra - Microbrasserie & Pizzeria,IIPA DIPA - Imperial / Double IPA,special seasonal
À l'Abri de la Tempête Palabre  7 Grand Cru - Gourmande Canneberges,À l'Abri de la Tempête,Flavored - Fruit,regular
Hopfenstark Kamarad Friedrich 5 Star (Bourbon),Hopfenstark [Ho.st],Stout - Imperial,regular
Du Lièvre Montoise,Microbrasserie Du Lièvre,Pale Ale,regular
Le Bilboquet Saint-Barnabé-Sud,Le Bilboquet - Microbrasserie / Brasserie Olten,Flavored - Fruit,special seasonal
Dunham Pale Ale Américaine - Vic Secret,Brasserie Dunham,Pale Ale - American (APA),regular
Dunham / Foam Brewers Weddings,Brasserie Dunham,Saison / Farmhouse - Flavored,regular
Dunham Stout Impériale Russe - Piment Pasilla Oaxaca Grande,Brasserie Dunham,Stout - Imperial Flavored / Pastry,regular
Dunham / Hopfenstark / Le Trou du Diable Pitstop to Portland,Brasserie Dunham,Saison / Farmhouse / Grisette,special seasonal
Les 2 Frères Charles Henri India Pale Ale,Brasserie Les 2 Frères,IPA,regular
Auval Gaspésie Sauvage,Brasserie Auval Brewing Co.,Sour / Wild Beer - Flavored,regular
Le Cheval Blanc Bauweraerts Gouden Ale,Le Cheval Blanc - Brasseur Artisan & Bar,Belgian Ale - Pale / Golden / Single,special seasonal
Gallicus Double Aura,Brasserie Artisanale Gallicus,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
À La Dérive Boathouse 2,À La Dérive - Brasserie Artisanale,IPA - Hazy (NEIPA),regular
Boréale La Traversée,Boréale - Brasseurs du Nord,IPA - Black / Brown / Cascadian Dark,regular
Lagabière Combat des Chiefs: Yakima Chief HBC 472,Lagabière - Brasserie Artisanale,IPA - Hazy (NEIPA),regular
À La Fût Rousse Rustre,À La Fût - Microbrasserie (Canada),Brown Ale,regular
Le Cheval Blanc Saison,Le Cheval Blanc - Brasseur Artisan & Bar,Saison / Farmhouse / Grisette,regular
Dieu du Ciel! Équinoxe du Printemps (Cognac),Brasserie Dieu du Ciel!,Scotch Ale / Wee Heavy,regular
Pit Caribou Brown Ale de Table,Microbrasserie Pit Caribou,Brown Ale,regular
Aux Fous Brassant Diable Vert,Aux Fous Brassant - Microbrasserie,IPA,regular
St-Ambroise Blonde Barleywine (Bourbon),Brasserie McAuslan (Brasseurs RJ),Barley Wine / Wheat Wine / Rye Wine,regular
La Chouape Gras Dur,Brasserie La Chouape Brewing Co.,Quadrupel / Abt,special seasonal
Saint Arnould Vlimeuse,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Red Ale / International Amber Ale,regular
De l'Île d'Orléans Jos Bruno Prémont,Microbrasserie de l'Île d'Orléans (Haacht),Pale Ale - American (APA),spring seasonal
Dieu du Ciel! Baron Von Mhaziac,Brasserie Dieu du Ciel!,IPA,regular
Les Grands Bois Saison de Minuit,Les Grands Bois - Microbrasserie,Saison / Farmhouse - Dark,regular
Le Grimoire Grimousse,Grimoire - Microbrasserie,Red Ale / International Amber Ale,regular
Brasseurs du Monde Solera Rouge,Brasseurs du Monde,Sour / Wild Beer,regular
Le Naufrageur Oakton 2015,Microbrasserie Le Naufrageur,Belgian Ale - Strong Pale,series seasonal
Boréale IPA du Nord-Est 100% Vic Secret ,Boréale - Brasseurs du Nord,IPA - Hazy (NEIPA),regular
Simple Malt Scottish Spéciale,Simple Malt - Brasseurs Illimités,Scottish Ale,regular
Le Naufrageur Courlieu,Microbrasserie Le Naufrageur,Belgian Ale - Pale / Golden / Single,regular
Kruhnen SW Siebenbürgen Weißkirch,Brasserie Kruhnen,Witbier / Belgian White Ale,regular
Gainsbourg Road Trip Double IPA Simcoe-Amarillo,Gainsbourg - Bistro Brasserie,IIPA DIPA - Imperial / Double IPA,series seasonal
Boréale IPA du Nord-Est 100% Mosaic,Boréale - Brasseurs du Nord,IPA - Hazy (NEIPA),regular
Maltstrom Sept Carrée (Fût de Chêne) ,Brasserie Artisanale Maltstrom,Saison / Farmhouse / Grisette,special seasonal
Dunham Jaune d'Ombre,Brasserie Dunham,Saison / Farmhouse / Grisette,special seasonal
La Succursale Citra,La Succursale - Brasserie Artisanale,Pale Ale - American (APA),regular
Le Cheval Blanc Chiquita,Le Cheval Blanc - Brasseur Artisan & Bar,ISA - Session IPA,summer seasonal
La Fabrique Kaliningrad,La Fabrique - Brasserie Artisanale (Canada),Stout - Imperial,regular
Lion Bleu Imperial Stout Espresso (Bourbon),Lion Bleu - Microbrasserie,Stout - Imperial Flavored / Pastry,regular
Pit Caribou L'Étoile du Brasseur IPA Américaine ,Microbrasserie Pit Caribou,IPA,regular
Glutenberg Belge de Saison 2013+,Microbrasserie Glutenberg (Groupe Glutenberg),Saison / Farmhouse / Grisette,special seasonal
Dunham / 4 Hands L’Ecchymose (Bourbon),Brasserie Dunham,Stout - Imperial Flavored / Pastry,regular
Dunham Rosé de Funk,Brasserie Dunham,Sour / Wild Beer,special seasonal
Dieu du Ciel! Half Life,Brasserie Dieu du Ciel!,Saison / Farmhouse - Flavored,regular
Robin Léa 7,Robin - Bière Naturelle,Saison / Farmhouse / Grisette,regular
Dieu du Ciel! Neuvaine,Brasserie Dieu du Ciel!,Flavored - Other,special seasonal
Harricana 89 Pilsner Bohémienne,Brasserie Harricana,Pilsener - Bohemian / Czech,summer seasonal
Noctem Sérénité,Noctem - Artisans Brasseurs,Pilsener - Bohemian / Czech,regular
MonsRegius Singula Topaz,MonsRegius - Bières Artisanales,Pale Ale - American (APA),series seasonal
Ras L'Bock Juteuse,Ras L'Bock - Artisans Brasseurs,IPA,regular
L'Amère à Boire Bockbier,Brasserie Artisanale L'Amère à Boire,Bock - Dunkler Bock,winter seasonal
Dieu du Ciel! 15 Nord (15e Anniversaire),Brasserie Dieu du Ciel!,Strong Ale - American,special seasonal
Auval Simcoe Mosaic,Brasserie Auval Brewing Co.,IPA,regular
Messorem Pissenlits par la Racine,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
À La Fût L'Porter Western,À La Fût - Microbrasserie (Canada),Porter,regular
Brouhaha Noir de Bourgogne,Broue Pub Brouhaha (Coop MaBrasserie),Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
Isle de Garde Světlé Výčepní 10°,Isle de Garde - Brasserie (Coop MaBrasserie),Pilsener - Bohemian / Czech,regular
Les Soeurs Grises L'Appât-Si-Noir,Bistro-Brasserie Les Soeurs Grises,Stout,regular
Du Lac Saint-Jean Cache à Épices,Microbrasserie Du Lac Saint-Jean,Flavored - Other,regular
HopEra Boston Marathon Bourbon,HopEra - Microbrasserie & Pizzeria,Old Ale,regular
Sutton Brouërie Assemblage du Vieux Chemin,Sutton Brouërie,Sour / Wild Beer,regular
Les Trois Mousquetaires / Cryo Saison Cryo,Les Trois Mousquetaires [LTM],Sour / Wild Beer - Flavored,regular
Noire et Blanche Würm,Noire et Blanche - Microbrasserie,Barley Wine / Wheat Wine / Rye Wine,regular
Dieu du Ciel! Mild-End,Brasserie Dieu du Ciel!,Mild Ale,regular
Lagabière Énarvante,Lagabière - Brasserie Artisanale,Stout - Flavored / Pastry,regular
Messagère Blonde,Microbrasserie Nouvelle-France,Blonde Ale / Golden Ale,regular
La Barberie Stout Double Chocolat,Microbrasserie La Barberie,Stout - Flavored / Pastry,regular
La Voie Maltée La Libertine,La Voie Maltée - Microbrasserie du Saguenay,Blonde Ale / Golden Ale,regular
3 Brasseurs Stout,3 Brasseurs / 3 Brewers (Canada),Stout,regular
Dunham Beretta,Brasserie Dunham,Bitter - Ordinary / Best,special seasonal
Dunham Black IPA (Pinot Noir),Brasserie Dunham,IPA - Black / Brown / Cascadian Dark,special seasonal
Charlevoix Vache Folle Imperial IPA Mélange d'Hiver,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,winter seasonal
Bas-Canada Annunaki,Brasserie du Bas-Canada,IPA,regular
Hopfenstark Kamarad Friedrich 5 Star (Vin Rouge),Hopfenstark [Ho.st],Stout - Imperial,special seasonal
Vox Populi Session Fruit Punch IPA,Microbrasserie Vox Populi (Groupe Glutenberg),ISA - Session IPA,regular
Dunham Märzen,Brasserie Dunham,Märzen / Oktoberfest Bier,spring seasonal
Lagabière Black Is The New Orange,Lagabière - Brasserie Artisanale,Stout - Flavored / Pastry,regular
Bas-Canada / Messorem Taproom,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Les Grands Bois Coup de Foudre Helles,Les Grands Bois - Microbrasserie,Helles / Dortmunder Export,regular
Harricana 9 Berliner Weisse aux Fruits (Cassis et Griottes),Brasserie Harricana,Berliner Weisse - Flavored / Catharina Sour,regular
Le Temps d'une Pinte Vieille Enclume (Bourbon),Le Temps d'une Pinte,Porter - Baltic,special seasonal
Bas-Canada Cosmos,Brasserie du Bas-Canada,IPA - Sour / Wild,regular
Overhop Hop-Man,Overhop - Bières Artisanales (Overhop Brewing Co.),IPA - Hazy (NEIPA),regular
Harricana 25 Stout Festif 2016,Brasserie Harricana,Stout - Imperial Flavored / Pastry,regular
Schoune Lambic Faro au Sucre d'Érable,Ferme Brasserie Schoune,Lambic - Faro,regular
Harricana 99 Grätzer,Brasserie Harricana,Grodziskie / Grätzer / Lichtenhainer,regular
Pit Caribou Gose IPA Pêche,Microbrasserie Pit Caribou,Gose - Flavored,special seasonal
Kruhnen Kölsch,Brasserie Kruhnen,Kölsch / Kölsch-Style,regular
Benelux Grande Armada,Benelux - Brasserie Artisanale / Brasserie du Canal,Strong Ale - American,regular
Dunham Faux Fruit,Brasserie Dunham,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Messorem Single Touch: Citra,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Auval Nordet Double,Brasserie Auval Brewing Co.,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
8e Péché Forteresse Stout Folklorique,8e Péché,Stout - Imperial Flavored / Pastry,regular
Messorem Lignes de Mort,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Bas-Canada Maréchal,Brasserie du Bas-Canada,Pale Ale - Hazy / New England,regular
HopEra Brown Ale Américaine,HopEra - Microbrasserie & Pizzeria,Brown Ale,regular
Tête d'Allumette Zizanie,Tête d'Allumette - Microbrasserie,Saison / Farmhouse / Grisette,regular
Dieu du Ciel! Gospel,Brasserie Dieu du Ciel!,Stout - Oatmeal,regular
La Chouape 1881,Brasserie La Chouape Brewing Co.,Belgian Ale - Pale / Golden / Single,regular
Messagère Légère,Microbrasserie Nouvelle-France,Specialty Grain - Other,regular
Messorem Pause Vitale,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Albion X Ale - Mild Ale 1830,Brasserie Artisanale Albion,Strong Ale - English,regular
Kruhnen Der Drachenorden,Brasserie Kruhnen,Red Ale / International Amber Ale,regular
Albion Falcon Punch,Brasserie Artisanale Albion,Pale Ale - American (APA),regular
La Chouape L'Égaré,Brasserie La Chouape Brewing Co.,Tripel,regular
Noctem Calaca,Noctem - Artisans Brasseurs,Gose - Flavored,regular
Benelux Gertrude,Benelux - Brasserie Artisanale / Brasserie du Canal,Pilsener / Pils / Pilsner,regular
Le Cheval Blanc Lager Blonde,Le Cheval Blanc - Brasseur Artisan & Bar,Pale Lager - International / Premium,regular
La Souche Parkeville,La Souche - Brasserie Artisanale,Pale Ale - American (APA),regular
Bas-Canada HYPA  3 III,Brasserie du Bas-Canada,IPA,regular
Benelux Lux Blonde,Benelux - Brasserie Artisanale / Brasserie du Canal,Blonde Ale / Golden Ale,regular
3 Brasseurs / 3 Brewers Munich,3 Brasseurs / 3 Brewers (Canada),Märzen / Oktoberfest Bier,regular
Charlevoix Stout à l'Avoine / Oatmeal Stout,Microbrasserie Charlevoix,Stout - Oatmeal,regular
Bas-Canada Barracuda,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada Fuegitos,Brasserie du Bas-Canada,Pale Ale - American (APA),regular
Du Lac Saint-Jean Beluette,Microbrasserie Du Lac Saint-Jean,Sour / Wild Beer - Flavored,special seasonal
Charlevoix La Traîtresse ,Microbrasserie Charlevoix,Belgian Ale - Strong Pale,regular
Le Trou du Diable Mouss'cornue,Le Trou du Diable (Six Pints - Molson Coors),Pale Ale - American (APA),special seasonal
Bas-Canada Destination,Brasserie du Bas-Canada,IPA,regular
Saint Arnould XIII Anniversaire,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Stout - Imperial,special seasonal
Dieu du Ciel! Symbiose  1,Brasserie Dieu du Ciel!,Sour / Wild Beer,regular
Albion Lait de Dragon XXX Ale,Brasserie Artisanale Albion,Barley Wine / Wheat Wine / Rye Wine,regular
L'Hermite Brune Américaine,L'Hermite - Microbrasserie,Brown Ale,regular
Bas-Canada Fontaine,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Brasserie Générale S.I.R. Nikolaï,Brasserie Générale - Brasserie Urbaine [BG / BG18],Stout - Imperial,regular
Bas-Canada / Sir John Jonction,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Le Naufrageur / Du Lac Saint-Jean La Tournée,Microbrasserie Le Naufrageur,Pale Ale - American (APA),regular
La Chouape Post Scriptum: I Love You,Brasserie La Chouape Brewing Co.,Stout - Imperial,regular
Gainsbourg Adirondack,Gainsbourg - Bistro Brasserie,IPA,regular
Pit Caribou Horreum Alpha,Microbrasserie Pit Caribou,Saison / Farmhouse / Grisette,regular
Messorem Commémoration,Messorem Bracitorium,Stout - Imperial Flavored / Pastry,regular
Bas-Canada L'Aspiration ,Brasserie du Bas-Canada,Pilsener - Bohemian / Czech,regular
Dunham Cyclope - Vic Secret / Simcoe,Brasserie Dunham,IPA - Hazy (NEIPA),series seasonal
Dunham Supermoine 2 Zonder Goblins (Bourbon),Brasserie Dunham,Stout - Imperial Flavored / Pastry,special seasonal
Bas-Canada Citadelle ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
EtOH IPblé,EtOH - Brasserie,IPA,regular
Brasseurs du Monde L'Écurieux,Brasseurs du Monde,Brown Ale,regular
Bas-Canada Nemesis,Brasserie du Bas-Canada,IPA,regular
Bas-Canada 1919,Brasserie du Bas-Canada,IPA,regular
Dieu du Ciel! Sainte Flanelle,Brasserie Dieu du Ciel!,IIPA DIPA - Imperial / Double IPA,regular
Le Castor Wee Heavy (Speyside),Microbrasserie Le Castor Brewing Co.,Scotch Ale / Wee Heavy,spring seasonal
Bas-Canada Crime & Châtiment,Brasserie du Bas-Canada,Stout - Imperial,regular
5e Baron Mixtape Rouge,5e Baron Microbrasserie,IPA - Hazy (NEIPA),regular
Bas-Canada Oscar Porterson,Brasserie du Bas-Canada,Porter,regular
Beauregard Stout Impérial Russe ,Beauregard - Brasserie Distillerie,Stout - Imperial,regular
Le Trou du Diable X,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,regular
Beauregard Imperiale Latté Praliné,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Dieu du Ciel! Sul' Pouce Vers une Autre Galaxie,Brasserie Dieu du Ciel!,IPA,regular
Des Beaux Prés Mestachibo,Microbrasserie des Beaux Prés,Pale Ale - American (APA),regular
Messorem 1-888-DE-MESSO,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
À l'Abri de la Tempête Palabre  6 Grand Cru - Du Char à Glace,À l'Abri de la Tempête,Belgian Ale - Strong Pale,regular
Brouhaha Choco-Framboise,Broue Pub Brouhaha (Coop MaBrasserie),Stout,regular
Messorem Ces Vipères,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Simple Malt Série Limitée - Maltus Islay,Simple Malt - Brasseurs Illimités,Malt Liquor,regular
Glutenberg Saison Froide 2014,Microbrasserie Glutenberg (Groupe Glutenberg),Saison / Farmhouse / Grisette,summer seasonal
Lagabière Ukulele IPA: Houblons Expérimentaux HBC644 & HBC342,Lagabière - Brasserie Artisanale,IPA - Hazy (NEIPA),series seasonal
Le Naufrageur Brigantin,Microbrasserie Le Naufrageur,Flavored - Other,regular
La Voie Maltée La Pince-Sans-Rire,La Voie Maltée - Microbrasserie du Saguenay,IPA - Black / Brown / Cascadian Dark,regular
Pit Caribou Wee Heavy,Microbrasserie Pit Caribou,Scotch Ale / Wee Heavy,special seasonal
De l'Île d'Orléans Françoise Bourgeois ,Microbrasserie de l'Île d'Orléans (Haacht),Belgian Ale - Strong Pale,summer seasonal
Dunham Saison Cassis Réserve (Brandy),Brasserie Dunham,Sour / Wild Beer - Flavored,special seasonal
Kruhnen Bière Forte Ambrée,Brasserie Kruhnen,Belgian Ale - Strong Pale,regular
Corsaire Davy Jones,Corsaire - Microbrasserie Pirate,Stout,regular
À La Fût Cancan Western,À La Fût - Microbrasserie (Canada),Belgian Ale - Strong Pale,regular
Pit Caribou Triple IPA,Microbrasserie Pit Caribou,IIPA DIPA - Imperial / Double IPA,special seasonal
Des Beaux Prés Protestante,Microbrasserie des Beaux Prés,Scotch Ale / Wee Heavy,regular
Vox Populi Houblon Sure,Microbrasserie Vox Populi (Groupe Glutenberg),IPA - Sour / Wild,regular
Sir John Trop Poreux,Brasserie Sir John Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Brasseurs du Monde Vieille Brune,Brasseurs du Monde,Sour Flemish Ale - Flanders Red / Oud Bruin,series seasonal
Le Cheval Blanc Coco Bonheur,Le Cheval Blanc - Brasseur Artisan & Bar,IPA - Flavored,regular
La Souche Canardière,La Souche - Brasserie Artisanale,IPA,regular
Vox Populi Vox Pop IPA - El Dorado,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,special seasonal
À La Fût Saison 4 Bretts,À La Fût - Microbrasserie (Canada),Sour / Wild Beer,special seasonal
Bas-Canada Prophète,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Vox Populi Vox Pop IPA - Equinox,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,regular
Dieu du Ciel! Symbiose 15,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Bas-Canada Rêve,Brasserie du Bas-Canada,IPA,regular
Le Temps d'une Pinte L'Enclume,Le Temps d'une Pinte,Porter - Baltic,regular
Le Castor Stratafication,Microbrasserie Le Castor Brewing Co.,IPA - Hazy (NEIPA),regular
Le Cheval Blanc Stout Impériale Russe (Bourbon),Le Cheval Blanc - Brasseur Artisan & Bar,Stout - Imperial,special seasonal
Vox Populi Double Hazel,Microbrasserie Vox Populi (Groupe Glutenberg),Brown Ale - Imperial,regular
Gainsbourg Pop Citron,Gainsbourg - Bistro Brasserie,Berliner Weisse - Flavored / Catharina Sour,regular
Messorem Hyperalgie,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Noctem Waïna,Noctem - Artisans Brasseurs,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Sutton Brouërie Grisette de la Marmite,Sutton Brouërie,Saison / Farmhouse / Grisette,regular
