beer,brewery,style,status
Dieu du Ciel! / Le Trou Du Diable Purgatoire Pils,Brasserie Dieu du Ciel!,IPA - White,special seasonal
Brasseurs du Monde Cerisette du Bretteux,Brasseurs du Monde,Sour / Wild Beer - Flavored,series seasonal
Gallicus / Bas-Canada Orionides,Brasserie Artisanale Gallicus,IPA - Sour / Wild,regular
La Memphré Kilt,Microbrasserie La Memphré,Scotch Ale / Wee Heavy,regular
West Shefford L'Autre Sorte,Brasseurs de West Shefford Brewing Co.,Red Ale - Irish,regular
Emporium Cupcake Monster,Emporium - Microbrasserie,Stout - Imperial Flavored / Pastry,regular
Bob Magnale Bourbonade,Bob Magnale - Artisans Brasseurs,Sour / Wild Beer - Flavored,regular
Pit Caribou La Quimorucru,Microbrasserie Pit Caribou,Wheat Ale - India / Hopfenweisse,special seasonal
Noctem Helia,Noctem - Artisans Brasseurs,Saison / Farmhouse - Flavored,regular
Matera Lafontaine,Matera - Brasseurs Tonneliers,Saison / Farmhouse / Grisette,regular
Frampton Brasse Rouge des Appalaches,Frampton Brasse - Ferme Brassicole,Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
BreWskey Brew Cake - Framboise,BreWskey - Brasserie Artisanale,Sour / Wild Beer - Flavored,regular
Beauregard Triple Coco,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
La Chouape Fait Froid,Brasserie La Chouape Brewing Co.,Flavored - Other,regular
Bedondaine et Bedons Ronds Sainte-Nitouche,Bedondaine et Bedons Ronds - Brasseur Artisan,Blonde Ale / Golden Ale,regular
St-Pancrace Saison des Dunes,Microbrasserie St-Pancrace,Saison / Farmhouse / Grisette,regular
Bas-Canada Bienvenue en 2020,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
HopEra Saison du Funk,HopEra - Microbrasserie & Pizzeria,Saison / Farmhouse / Grisette,special seasonal
Bedondaine et Bedons Ronds Flammèche,Bedondaine et Bedons Ronds - Brasseur Artisan,Smoked - Rauchbier,regular
Brasseurs du Monde Rouge des Flandres,Brasseurs du Monde,Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
Brasserie Générale Hanami,Brasserie Générale - Brasserie Urbaine [BG / BG18],Flavored - Fruit,summer seasonal
Messorem Statim Finis,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Messorem One Hunna: Simcoe,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
La Ferme IPA Brut,La Ferme - Brasserie Rurale,IPA - Brut,regular
Brasseurs du Monde L'Occulte,Brasseurs du Monde,Weissbier - Weizenbock,special seasonal
La Barberie Pina Agria,Microbrasserie La Barberie,Sour / Wild Beer,regular
Le Naufrageur La P'tit Rang,Microbrasserie Le Naufrageur,IPA,regular
Les 2 Frères Charles Henri Ale Blonde,Brasserie Les 2 Frères,Pale Ale - English,regular
Dunham Double Cyclope,Brasserie Dunham,IIPA DIPA - Imperial / Double IPA,special seasonal
La Chouape La Solidaire,Brasserie La Chouape Brewing Co.,Blonde Ale / Golden Ale,special seasonal
Harricana 21 Blonde Ale,Brasserie Harricana,Blonde Ale / Golden Ale,regular
"Le Bien, Le Malt Numéro 8","Le Bien, Le Malt",IPA,summer seasonal
Le Trèfle Noir / Sutton Brouërie Black Lynx,Le Trèfle Noir - Brasserie Artisanale,Porter,special seasonal
La Barberie Draken Harald Harfagre,Microbrasserie La Barberie,ISA - Session IPA,regular
Le Cheval Blanc / Auval Val de Riz Val de Rat,Le Cheval Blanc - Brasseur Artisan & Bar,Sour / Wild Beer,regular
Mille-Îles Espresso Kenya AA,Brasserie Mille-Îles,Strong Ale - English,regular
À l'Abri de la Tempête Palabre 16 Grand Cru - Du Bois Maudit,À l'Abri de la Tempête,Stout - Imperial,regular
La Memphré Sauvignon Blanche Réserve,Microbrasserie La Memphré,Wheat Ale,regular
5e Baron / Foam Postal Services,5e Baron Microbrasserie,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Dieu du Ciel! Chants de Vielles,Brasserie Dieu du Ciel!,Flavored - Fruit,regular
MonsRegius Intempesta,MonsRegius - Bières Artisanales,Stout,regular
Réservoir Blanche,Réservoir - Brasseur,Witbier / Belgian White Ale,regular
Réservoir Noire à l'Avoine,Réservoir - Brasseur,Stout,regular
Beauregard Tmavé Pivo,Beauregard - Brasserie Distillerie,Dark Lager - Dunkel / Tmavý,regular
À La Dérive Gros Bégon - 1er Anniversaire,À La Dérive - Brasserie Artisanale,Stout - Imperial Flavored / Pastry,regular
La Mouche La Muddler,Brasserie La Mouche,Kölsch / Kölsch-Style,regular
Messorem Perception / Delusion,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Les Trois Mousquetaires Cuvée Cryo,Les Trois Mousquetaires [LTM],Sour / Wild Beer - Flavored,regular
5e Baron 5 Mics,5e Baron Microbrasserie,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Robin Léa 1,Robin - Bière Naturelle,Saison / Farmhouse / Grisette,regular
Vox Populi Anna - Mosaic,Microbrasserie Vox Populi (Groupe Glutenberg),Tripel,regular
Pit Caribou Gaspésienne Fumée,Microbrasserie Pit Caribou,Porter - Smoked,regular
Brasseurs du Monde Lichtenhainer,Brasseurs du Monde,Grodziskie / Grätzer / Lichtenhainer,regular
Archibald Kwe,Archibald - Microbrasserie (Labatt - AB InBev),Blonde Ale / Golden Ale,regular
La Ferme Porter Mélilot,La Ferme - Brasserie Rurale,Porter - Flavored,regular
Le Castor Kazbek,Microbrasserie Le Castor Brewing Co.,Pilsener - Bohemian / Czech,regular
Nouvelle-France Zeste Noir,Microbrasserie Nouvelle-France,Porter,regular
Dunham Viti Vini Vici 4: Chardonnay du Niagara,Brasserie Dunham,Sour / Wild Beer - Flavored,special seasonal
Bas-Canada Nageur ,Brasserie du Bas-Canada,Zwickelbier / Kellerbier / Landbier,regular
L'Hermite Scotch Ale au Miel (Scotch),L'Hermite - Microbrasserie,Scotch Ale / Wee Heavy,regular
Le Cheval Blanc Oktoberfest,Le Cheval Blanc - Brasseur Artisan & Bar,Märzen / Oktoberfest Bier,autumn seasonal
Du Lac Saint-Jean Bissextile,Microbrasserie Du Lac Saint-Jean,Flavored - Other,regular
Siboire / Les Coureurs des Boires Mon Oasis,Microbrasserie Siboire,Belgian Ale - Pale / Golden / Single,special seasonal
Dunham The Red Sashes 2016,Brasserie Dunham,Specialty Grain - Other,winter seasonal
Dunham Assemblage 10,Brasserie Dunham,Sour / Wild Beer - Flavored,regular
La Succursale Barley Wine,La Succursale - Brasserie Artisanale,Barley Wine / Wheat Wine / Rye Wine,regular
Le Trou du Diable Foudre,Le Trou du Diable (Six Pints - Molson Coors),Saison / Farmhouse / Grisette,regular
Vox Populi Vox Pop IPA - Mandarina Bavaria,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,regular
St-Pancrace Emmitouflée,Microbrasserie St-Pancrace,Barley Wine / Wheat Wine / Rye Wine,regular
Siboire BleuAle,Microbrasserie Siboire,Flavored - Fruit,regular
Siboire Raison Merveilleuse,Microbrasserie Siboire,Belgian Ale - Pale / Golden / Single,regular
Messorem En Mortaise,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Hopfenstark Ostalgia Blonde (Fût de Chêne),Hopfenstark [Ho.st],Blonde Ale / Golden Ale,special seasonal
La Pécheresse M. Poe,La Pécheresse - Microbrasserie,IPA - Hazy (NEIPA),regular
Jukebox Superstar,Bières Jukebox (Avant-Garde),IPA - Hazy (NEIPA),regular
L'Hermite Vin d'Orge Anglais (Cabernet Sauvignon),L'Hermite - Microbrasserie,Barley Wine / Wheat Wine / Rye Wine,regular
Brasseur de Montréal IPA Griffintown,Brasseur de Montréal (Six Pints - Molson Coors),IPA,regular
INOX 3 Trois de Pique,Brasserie INOX Brewery,Bitter - Premium / Strong / Extra Special (ESB),regular
Le Trou du Diable Ze Blène V,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,regular
Les Trois Mousquetaires Ceci n’est Pas une Kriek,Les Trois Mousquetaires [LTM],Sour / Wild Beer - Flavored,regular
West Shefford Cette Sorte-Là,Brasseurs de West Shefford Brewing Co.,Blonde Ale / Golden Ale,regular
Lion Bleu Palmier Fruité,Lion Bleu - Microbrasserie,Wheat Ale - India / Hopfenweisse,regular
Messorem Not So Doomed après Tout,Messorem Bracitorium,Pale Ale - Hazy / New England,regular
Pit Caribou Gose aux Mûres,Microbrasserie Pit Caribou,Gose - Flavored,regular
Le Trèfle Noir Dark Vader,Le Trèfle Noir - Brasserie Artisanale,IPA - Black / Brown / Cascadian Dark,regular
Les Trois Mousquetaires Porter Baltique (Cognac),Les Trois Mousquetaires [LTM],Porter - Baltic,special seasonal
La Souche Émérillon,La Souche - Brasserie Artisanale,Tripel,regular
Archibald Light,Archibald - Microbrasserie (Labatt - AB InBev),Pale Lager - American,regular
Dieu du Ciel! Goyave Goyave,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Bas-Canada Sorcelleries,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
À La Fût Assemblage Sauvage I,À La Fût - Microbrasserie (Canada),Sour / Wild Beer,regular
À La Fût Beer of Legend,À La Fût - Microbrasserie (Canada),Gose,regular
Le Prospecteur Pic-Barrique 2018 Assemblage,Microbrasserie Le Prospecteur,Lambic - Gueuze,regular
Schoune Blanche de Québec,Ferme Brasserie Schoune,Witbier / Belgian White Ale,regular
Le Castor Islay,Microbrasserie Le Castor Brewing Co.,Belgian Ale - Strong Pale,regular
Corsaire Queen Anne's Revenge,Corsaire - Microbrasserie Pirate,Flavored - Fruit,regular
Moulin 7 Ciel Ouvert,Moulin 7 - Microbrasserie,IPA - White,regular
Multi-Brasses Gladiamort,Multi-Brasses,Belgian Ale - Strong Pale,regular
Le Trou du Diable Cholie Fraülein,Le Trou du Diable (Six Pints - Molson Coors),Bock - Dunkler Bock,special seasonal
Bois Blanc Krakhan,Brasserie Du Bois Blanc [BBB],IIPA DIPA - Imperial / Double IPA,regular
Le Trou du Diable Saint-André-Claymore Cerises,Le Trou du Diable (Six Pints - Molson Coors),Flavored - Fruit,regular
Sir John Cantuccini,Brasserie Sir John Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Du Lièvre Ginger Beer,Microbrasserie Du Lièvre,Flavored - Other,regular
À La Fût IPA du Far Est,À La Fût - Microbrasserie (Canada),IPA - Hazy (NEIPA),regular
Dieu du Ciel! Kissmeyer,Brasserie Dieu du Ciel!,Porter - Baltic,regular
St-Ambroise Milk Stout,Brasserie McAuslan (Brasseurs RJ),Stout - Milk / Sweet,regular
Messorem À l’Au-Delà,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
McCoy Honey Pale Ale,Groupe Geloso,Blonde Ale / Golden Ale,regular
Le Temps d'une Pinte L'Arrache-Temps,Le Temps d'une Pinte,IIPA DIPA - Imperial / Double IPA,regular
Gainsbourg Bonnie Parker,Gainsbourg - Bistro Brasserie,Red Ale - Irish,regular
Bas-Canada Aucun Ingrédient n'a été Maltraité,Brasserie du Bas-Canada,Stout - Flavored / Pastry,regular
Multi-Brasses Blanche de Kingsey,Multi-Brasses,Witbier / Belgian White Ale,regular
Benelux Jachère,Benelux - Brasserie Artisanale / Brasserie du Canal,Wheat Ale,regular
3 Brasseurs / 3 Brewers Chaufferette - Winter Warmer,3 Brasseurs / 3 Brewers (Canada),Strong Ale - English,winter seasonal
La Ferme IPA Rustique,La Ferme - Brasserie Rurale,IPA,regular
Maltstrom Sept Carré,Brasserie Artisanale Maltstrom,IPA - Sour / Wild,regular
Benelux Phantasmagoria,Benelux - Brasserie Artisanale / Brasserie du Canal,Pale Ale - American (APA),regular
The Wild Shack / Maltstrom | Jus de Licorne,The Wild Shack Brewery,Sour / Wild Beer - Flavored,special seasonal
Maltstrom India Dark Lager,Brasserie Artisanale Maltstrom,Dark Lager - India / Hoppy,regular
L'Amère à Boire Bière de Mars,Brasserie Artisanale L'Amère à Boire,Märzen / Oktoberfest Bier,spring seasonal
Le Cheval Blanc APL,Le Cheval Blanc - Brasseur Artisan & Bar,Pale Lager - International / Premium,regular
Benelux Dreadlux,Benelux - Brasserie Artisanale / Brasserie du Canal,Stout - Imperial,regular
Moulin 7 1949,Moulin 7 - Microbrasserie,Stout - Milk / Sweet,regular
Vox Populi Anna - Amarillo,Microbrasserie Vox Populi (Groupe Glutenberg),Tripel,special seasonal
Le Castor Double Yakima,Microbrasserie Le Castor Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Noire et Blanche Saison de l'Imago,Noire et Blanche - Microbrasserie,Saison / Farmhouse / Grisette,regular
Nouvelle-France DIPA de la Nouvelle-France: Citra Galaxy,Microbrasserie Nouvelle-France,IIPA DIPA - Imperial / Double IPA,regular
Le Trou du Diable / Birrificio Italiano La Polock Swieze,Le Trou du Diable (Six Pints - Molson Coors),Grodziskie / Grätzer / Lichtenhainer,regular
Dieu du Ciel! Aphrodite Méchant,Brasserie Dieu du Ciel!,Stout - Flavored / Pastry,regular
Le Castor Houblon Brut,Microbrasserie Le Castor Brewing Co.,IPA - Brut,regular
L'Hermite Saison Multigrain,L'Hermite - Microbrasserie,Saison / Farmhouse / Grisette,regular
Kruhnen La Tousky,Brasserie Kruhnen,Flavored - Other,regular
Le Cheval Blanc Pépette de Noël,Le Cheval Blanc - Brasseur Artisan & Bar,Flavored - Fruit,regular
Beauregard Lager Noire,Beauregard - Brasserie Distillerie,Schwarzbier / Black Lager,regular
Réservoir India Pale Ale,Réservoir - Brasseur,IPA,regular
Dunham / Thin Man Tea with Miss McGill,Brasserie Dunham,IPA - Sour / Wild,regular
Vilains Projet Tropical IPA,Vilains Brasseurs,IPA,regular
Dieu du Ciel! L'Éclair,Brasserie Dieu du Ciel!,Cream Ale,regular
Pit Caribou Session IPA de la Sorcière,Microbrasserie Pit Caribou,Sour / Wild Beer,series seasonal
Le Saint-Bock Saison Sénevé,Le Saint-Bock Brasserie Artisanale,Saison / Farmhouse / Grisette,regular
Vilains Parasol,Vilains Brasseurs,IIPA DIPA - Imperial / Double IPA,regular
Multi-Brasses Tr'houb,Multi-Brasses,IPA,regular
Nouvelle-France DIPA de la Nouvelle France: Citra & Motueka ,Microbrasserie Nouvelle-France,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Dieu du Ciel! Nativitor,Brasserie Dieu du Ciel!,Weissbier - Weizenbock,regular
Archibald Pils Tchèque,Archibald - Microbrasserie (Labatt - AB InBev),Pilsener - Bohemian / Czech,special seasonal
Bedondaine et Bedons Ronds Duchesse de Chambly,Bedondaine et Bedons Ronds - Brasseur Artisan,Belgian Ale - Strong Pale,regular
MonsRegius Singula Hallertau Blanc,MonsRegius - Bières Artisanales,Pale Ale - American (APA),series seasonal
Dunham Pale Ale Américaine - HBC 430,Brasserie Dunham,Pale Ale - American (APA),special seasonal
MonsRegius Meridia,MonsRegius - Bières Artisanales,Tripel,regular
Harricana 98 Schwarzbier,Brasserie Harricana,Schwarzbier / Black Lager,regular
L'Hermite Saison Multigrain (Cabernet Sauvignon),L'Hermite - Microbrasserie,Saison / Farmhouse / Grisette,regular
Dunham Black Harvest,Brasserie Dunham,IPA - Black / Brown / Cascadian Dark,regular
Pit Caribou Brett Framboise,Microbrasserie Pit Caribou,Sour / Wild Beer,regular
Messorem Hantiserie,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Le Cheval Blanc Manon Lastcall,Le Cheval Blanc - Brasseur Artisan & Bar,IPA,regular
Bas-Canada Enchantement,Brasserie du Bas-Canada,Stout - Milk / Sweet,regular
Bas-Canada Matière ,Brasserie du Bas-Canada,Sour / Wild Beer,regular
Pit Caribou Turlupine 100% Barriquée,Microbrasserie Pit Caribou,Stout - Imperial,special seasonal
Schoune Lambic Cassis ,Ferme Brasserie Schoune,Lambic - Flavored,regular
Brasseurs du Monde L'Exploité Bourbon,Brasseurs du Monde,Stout - Milk / Sweet,series seasonal
Bas-Canada Errances,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Avant-Garde Esquisse De Vie,Avant-Garde - Artisans Brasseurs (Avant-Garde),Sour / Wild Beer,regular
Albion Cuvée Charles,Brasserie Artisanale Albion,Barley Wine / Wheat Wine / Rye Wine,regular
Bas-Canada Merle Noir ,Brasserie du Bas-Canada,Pale Ale - American (APA),regular
Bas-Canada Constellation ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Le Castor NZ Pils ,Microbrasserie Le Castor Brewing Co.,Pilsener / Pils / Pilsner,regular
Bas-Canada Directions,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada Imperius BA,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Bas-Canada Connexion BA,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Le Trou du Diable Uppercut,Le Trou du Diable (Six Pints - Molson Coors),Sour Flemish Ale - Flanders Red / Oud Bruin,regular
Broadway Lord Sherlock,Broadway - Microbrasserie [BW],Stout - Imperial,regular
La Barberie Riveraine dHiver Double Bock,Microbrasserie La Barberie,Bock - Doppelbock,special seasonal
Trader Joe's Vintage Spiced Ale 2022,Unibroue (Sleeman - Sapporo),Belgian Ale - Strong Dark,series seasonal
Bedondaine et Bedons Ronds Sebichou,Bedondaine et Bedons Ronds - Brasseur Artisan,Stout,special seasonal
Le Cheval Blanc Vieille Brute,Le Cheval Blanc - Brasseur Artisan & Bar,Old Ale,special seasonal
Robin Saison du Coteau - Baco Noir,Robin - Bière Naturelle,Saison / Farmhouse - Flavored,regular
Le Castor Nelson,Microbrasserie Le Castor Brewing Co.,IPA - Hazy (NEIPA),regular
5e Baron Nectar - Sauvignon Blanc / Enigma,5e Baron Microbrasserie,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
BreWskey Kilogramme,BreWskey - Brasserie Artisanale,IPA,regular
Silo Saint-Laurent,Silo - Brasserie,Kölsch / Kölsch-Style,regular
Bas-Canada Une Simple Saison,Brasserie du Bas-Canada,Saison / Farmhouse / Grisette,regular
Les Trois Mousquetaires Saison Agrumes,Les Trois Mousquetaires [LTM],Saison / Farmhouse - Flavored,regular
5e Baron minuit,5e Baron Microbrasserie,Stout - Imperial,regular
Bas-Canada Humanité ,Brasserie du Bas-Canada,Porter - Baltic,regular
5e Baron Sitka,5e Baron Microbrasserie,IIPA DIPA - Imperial / Double IPA,regular
Benelux / Bob Magnale Magnalux,Benelux - Brasserie Artisanale / Brasserie du Canal,Sour / Wild Beer,regular
Le Trou du Diable Ze Blène IX,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,special seasonal
Messorem Petit Jus de Mort: Framboise Vanille,Messorem Bracitorium,Sour / Wild Beer - Flavored,regular
Sir John 1201,Brasserie Sir John Brewing Co.,Stout - Imperial Flavored / Pastry,regular
MonsRegius Nocturna Shiraz,MonsRegius - Bières Artisanales,Stout - Imperial Flavored / Pastry,regular
Avant-Garde Illumination 149,Avant-Garde - Artisans Brasseurs (Avant-Garde),Sour / Wild Beer - Flavored,regular
Sir John Perdition,Brasserie Sir John Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Dunham Stout Impériale Russe à l'Érable (Bourbon),Brasserie Dunham,Stout - Imperial Flavored / Pastry,regular
Benelux Tempérance,Benelux - Brasserie Artisanale / Brasserie du Canal,Bitter - Ordinary / Best,regular
Shelton Saison Brett et Limette,Bièrerie Shelton,Saison / Farmhouse - Flavored,regular
Bas-Canada Shwing ,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Du Lac Saint-Jean Monsieur Bretelles,Microbrasserie Du Lac Saint-Jean,Belgian Ale - Pale / Golden / Single,regular
4 Origines Cacao Cosmos,Microbrasserie 4 Origines,Porter - Flavored,regular
Bas-Canada / Badlands Equinox Céleste,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Bas-Canada Razzia BA,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Boréale Merci la Vie,Boréale - Brasseurs du Nord,Saison / Farmhouse / Grisette,regular
Auval / Isle de Garde Bière du Pays,Brasserie Auval Brewing Co.,Pale Lager - International / Premium,regular
Le Cheval Blanc Pale Ale,Le Cheval Blanc - Brasseur Artisan & Bar,Pale Ale - English,regular
